year,stint,GP,blocks,threeAttempted,dq,PostBlocks,PostthreeMade,PostDQ,FG%,FT%,Avg_Assists_Per_Game,Durability_Ratio,POSITION_METRIC,playoff,playerID,tmID,pos
6,0,30,9,101,0,0,0,0,0.3799019607843137,0.7619047619047619,3.0,0.7048611111111112,0.42244224422442245,0,beardal01w,WAS,G-F
7,0,32,25,102,4,2,1,0,0.4792079207920792,0.7672955974842768,3.125,0.6888020833333334,0.4836601307189542,1,beardal01w,WAS,G-F
8,0,33,24,146,2,0,0,0,0.4155844155844156,0.8466666666666667,3.0,0.7380050505050505,0.4292237442922374,0,beardal01w,WAS,G-F
9,0,33,19,144,2,0,0,0,0.39451476793248946,0.7328767123287672,3.5454545454545454,0.6893939393939394,0.4722222222222222,0,beardal01w,WAS,G-F
10,0,31,18,107,2,0,1,0,0.4224137931034483,0.7350427350427351,2.3548387096774195,0.698252688172043,0.3987538940809968,1,beardal01w,WAS,G-F
9,0,17,2,6,0,0,0,0,0.4,0.8333333333333334,0.35294117647058826,0.12009803921568628,0.2727272727272727,1,beckki01w,SEA,G
6,0,10,1,2,0,0,0,0,0.375,0.75,0.4,0.10833333333333334,0.05172413793103448,1,bennije01w,IND,F
9,0,2,0,1,0,0,0,0,0.0,0.0,0.0,0.0625,0.0,1,berezva01w,SAS,C
3,0,5,0,1,0,0,0,0,0.42857142857142855,0.5,0.0,0.06666666666666667,0.6015037593984962,0,berthlu01w,CLE,F-C
4,0,22,4,1,0,1,0,0,0.47540983606557374,0.6521739130434783,0.3181818181818182,0.20265151515151514,0.8502024291497975,1,berthlu01w,CLE,F-C
5,0,16,2,0,1,0,0,0,0.35294117647058826,0.7222222222222222,0.25,0.17447916666666666,0.5727554179566563,0,berthlu01w,HOU,F-C
1,0,32,6,60,1,0,0,0,0.35714285714285715,0.7777777777777778,2.78125,0.5182291666666666,0.24517906336088152,0,beviltu01w,POR,G
2,0,31,6,73,0,0,0,0,0.3277310924369748,0.7323943661971831,3.3225806451612905,0.5295698924731183,0.36013986013986016,0,beviltu01w,POR,G
3,0,27,3,36,0,0,0,0,0.4098360655737705,0.6551724137931034,1.6296296296296295,0.3248456790123457,0.2962962962962963,0,beviltu01w,POR,G
4,0,31,1,21,0,0,0,0,0.3333333333333333,0.7619047619047619,1.032258064516129,0.1693548387096774,0.29090909090909095,0,beviltu01w,SEA,G
5,0,34,2,26,0,1,3,0,0.4155844155844156,0.696969696969697,1.1764705882352942,0.28737745098039214,0.2027972027972028,1,beviltu01w,SEA,G
6,0,31,0,116,0,1,6,0,0.37967914438502676,0.5686274509803921,2.935483870967742,0.6888440860215054,0.28520499108734404,1,beviltu01w,IND,G
7,0,34,1,106,0,0,1,0,0.4,0.711864406779661,2.3823529411764706,0.6501225490196079,0.265993265993266,1,beviltu01w,IND,G
8,0,34,2,89,0,0,8,1,0.4072164948453608,0.7352941176470589,3.264705882352941,0.6838235294117647,0.3156089193825043,1,beviltu01w,IND,G
9,0,30,4,89,0,0,5,0,0.3901098901098901,0.6206896551724138,2.4,0.6736111111111112,0.33766233766233766,1,beviltu01w,IND,G
10,0,34,8,107,0,1,10,0,0.36752136752136755,0.671875,3.4411764705882355,0.664828431372549,0.3674242424242425,1,beviltu01w,IND,G
1,0,17,0,6,0,0,0,0,0.25,0.8461538461538461,0.7647058823529411,0.09436274509803921,0.16666666666666666,1,bibbyje01w,NYL,G
5,0,24,7,84,0,0,0,0,0.36423841059602646,0.8846153846153846,1.6666666666666667,0.4036458333333333,0.4126984126984127,0,bibrzag01w,SAS,G-F
7,0,32,12,157,0,0,0,0,0.4180064308681672,0.8679245283018868,1.5,0.4889322916666667,0.4670912951167728,0,bibrzag01w,SAS,G-F
3,0,32,3,142,0,0,3,0,0.40302267002518893,0.9159663865546218,6.34375,0.77734375,0.31859883236030023,1,birdsu01w,SEA,G
4,0,34,1,140,0,0,0,0,0.421195652173913,0.8840579710144928,6.5,0.696078431372549,0.3652892561983471,0,birdsu01w,SEA,G
5,0,34,5,146,0,0,6,0,0.4496124031007752,0.839622641509434,6.647058823529412,0.8388480392156863,0.38453500522466044,1,birdsu01w,SEA,G
6,0,30,6,103,0,0,2,0,0.42507645259938837,0.8571428571428571,6.3,0.7798611111111111,0.36781609195402304,1,birdsu01w,SEA,G
7,0,34,5,153,1,2,7,0,0.4065040650406504,0.8421052631578947,5.0588235294117645,0.7175245098039216,0.3347107438016529,1,birdsu01w,SEA,G
8,0,29,8,133,0,0,7,0,0.43,0.8666666666666667,5.275862068965517,0.7112068965517241,0.3880597014925374,1,birdsu01w,SEA,G
9,0,33,3,137,0,0,5,0,0.4431818181818182,0.8817204301075269,5.393939393939394,0.7714646464646465,0.34917355371900827,1,birdsu01w,SEA,G
10,0,31,3,150,0,0,5,0,0.4024390243902439,0.8571428571428571,6.161290322580645,0.8131720430107527,0.40179573512906847,1,birdsu01w,SEA,G
5,0,4,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.06770833333333333,0.0,0,bjorkte01w,CHA,C
10,0,33,27,1,1,0,0,0,0.3804347826086957,0.627906976744186,0.18181818181818182,0.2702020202020202,0.2293967714528462,0,blackch01w,CON,C
1,0,32,1,42,0,0,0,0,0.38,0.6904761904761905,3.0625,0.5338541666666666,0.3563636363636364,0,blackde01w,MIA,G
2,0,32,2,20,0,1,0,0,0.375609756097561,0.7708333333333334,4.1875,0.677734375,0.4385026737967914,1,blackde01w,MIA,G
3,0,32,5,3,1,0,0,0,0.4,0.7575757575757576,4.28125,0.5852864583333334,0.7784090909090909,0,blackde01w,MIA,G
4,0,34,2,3,0,0,0,0,0.358974358974359,0.6666666666666666,1.411764705882353,0.24632352941176472,0.46464646464646464,1,blackde01w,CON,G
5,0,31,0,1,0,0,1,0,0.42857142857142855,0.75,1.7419354838709677,0.28225806451612906,0.5696969696969697,1,blackde01w,CON,G
1,0,20,1,28,0,0,0,0,0.4,0.6666666666666666,0.15,0.13854166666666667,0.04195804195804196,1,blodgci01w,SAC,G
2,0,11,1,15,0,0,1,0,0.45454545454545453,0.5,0.6363636363636364,0.14962121212121213,0.09917355371900825,1,blodgci01w,SAC,G
7,0,24,0,12,0,0,0,0,0.2545454545454545,0.8064516129032258,1.5,0.1597222222222222,0.36363636363636365,1,blueni01w,WAS,G
8,0,30,5,27,0,0,0,0,0.32407407407407407,0.8378378378378378,1.6,0.2916666666666667,0.23587223587223588,0,blueni01w,WAS,G
9,0,26,2,32,0,0,0,0,0.3235294117647059,0.76,2.8076923076923075,0.43028846153846156,0.31601731601731603,0,blueni01w,WAS,G
10,0,16,0,9,0,0,0,0,0.2916666666666667,0.7,0.75,0.11848958333333333,0.16783216783216784,1,blueni01w,WAS,G
4,0,16,0,0,0,0,0,0,0.2,0.5,0.1875,0.053385416666666664,0.010775862068965518,1,blueoc01w,HOU,F
5,0,13,0,4,0,0,0,0,0.38095238095238093,0.9230769230769231,0.38461538461538464,0.2483974358974359,0.13925729442970824,0,blueoc01w,HOU,F
9,0,26,1,71,0,0,6,0,0.2694610778443114,0.6538461538461539,4.153846153846154,0.5440705128205128,0.25974025974025977,1,bobbish01w,LAS,G
10,0,33,1,37,0,0,0,0,0.29213483146067415,0.8461538461538461,1.393939393939394,0.2297979797979798,0.2987012987012987,1,bobbish01w,LAS,G
10,0,4,0,0,0,0,0,0,1.0,0.0,0.0,0.046875,0.0,0,boddiwh01w,SAC,G
1,0,29,1,160,0,0,4,0,0.36318407960199006,0.7849462365591398,2.206896551724138,0.6738505747126436,0.2303030303030303,1,boltoru01w,SAC,G
2,0,31,1,110,0,0,9,0,0.34615384615384615,0.7384615384615385,2.064516129032258,0.4724462365591398,0.25641025641025644,1,boltoru01w,SAC,G
3,0,32,2,132,0,0,0,0,0.39556962025316456,0.7272727272727273,1.15625,0.4798177083333333,0.19220779220779222,0,boltoru01w,SAC,G
4,0,33,2,98,0,0,3,0,0.30049261083743845,0.7692307692307693,1.2424242424242424,0.38636363636363635,0.30303030303030304,1,boltoru01w,SAC,G
5,0,34,0,79,0,0,0,0,0.3488372093023256,0.7391304347826086,1.0,0.31985294117647056,0.3757575757575758,1,boltoru01w,SAC,G
7,0,34,8,46,1,0,0,0,0.3987341772151899,0.7402597402597403,2.1470588235294117,0.3762254901960784,0.16590909090909092,0,bondla01w,CHA,G
9,0,32,4,42,0,0,0,0,0.28888888888888886,0.8125,0.84375,0.21158854166666666,0.1487603305785124,1,bondla01w,IND,G
3,0,22,0,6,0,0,0,0,0.48314606741573035,0.76,1.0454545454545454,0.2897727272727273,0.23232323232323232,0,bonfisu01w,PHO,G
10,0,34,25,13,0,6,0,0,0.46397694524495675,0.8148148148148148,0.47058823529411764,0.5575980392156863,0.06951871657754011,1,bonnede01w,PHO,G
8,0,6,0,6,0,0,0,0,0.3,0.0,0.16666666666666666,0.1284722222222222,0.045454545454545456,1,bowenli01w,NYL,G
2,0,21,2,36,0,0,0,0,0.34328358208955223,0.9,0.6666666666666666,0.22817460317460317,0.10673234811165846,0,boydca01w,DET,F
6,0,33,13,1,0,0,0,0,0.4473684210526316,0.5757575757575758,0.48484848484848486,0.30997474747474746,0.5689223057644109,1,braxtka01w,DET,F-C
7,0,34,11,2,1,4,0,0,0.41025641025641024,0.6101694915254238,0.9411764705882353,0.29534313725490197,0.5373573794626426,1,braxtka01w,DET,F-C
8,0,31,16,0,2,8,0,0,0.4523809523809524,0.6829268292682927,0.6774193548387096,0.48051075268817206,0.5795072788353862,1,braxtka01w,DET,F-C
9,0,33,24,2,1,5,0,0,0.43167701863354035,0.7286821705426356,1.0909090909090908,0.4861111111111111,0.6017951856385149,1,braxtka01w,DET,F-C
10,0,28,18,0,0,7,0,0,0.5294117647058824,0.631578947368421,1.7142857142857142,0.44642857142857145,0.6598586017282011,1,braxtka01w,DET,F-C
1,0,22,0,0,0,0,0,0,0.3877551020408163,0.6842105263157895,0.22727272727272727,0.19223484848484848,0.13322884012539185,0,brazian01w,CHA,F
2,0,23,13,1,0,0,0,0,0.43478260869565216,0.7714285714285715,0.30434782608695654,0.3088768115942029,0.2886056971514243,0,brazian01w,IND,F
2,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.10416666666666667,0.0,1,bristre01w,CHA,G
1,0,28,6,25,0,1,1,0,0.5,0.7956989247311828,1.7857142857142858,0.578125,0.3417487684729064,1,brogami01w,PHO,F
2,0,29,4,66,0,0,3,0,0.40789473684210525,0.8157894736842105,2.413793103448276,0.6875,0.3181818181818182,1,brondsa01w,MIA,G
3,0,30,4,44,0,0,0,0,0.36466165413533835,0.8208955223880597,1.5333333333333334,0.5298611111111111,0.20909090909090908,0,brondsa01w,MIA,G
4,0,34,2,48,0,0,0,0,0.4148936170212766,0.8064516129032258,2.0294117647058822,0.5974264705882353,0.3390663390663391,0,brondsa01w,SEA,G
4,0,30,4,100,0,0,0,0,0.3719512195121951,0.8484848484848485,1.0333333333333334,0.3625,0.15656565656565657,0,brownco01w,IND,G
5,0,26,1,56,0,0,0,0,0.3425925925925926,0.625,1.5769230769230769,0.3189102564102564,0.2404692082111437,0,brownco01w,IND,G
6,0,6,0,5,0,0,0,0,0.4,0.0,0.5,0.0798611111111111,0.18181818181818182,1,brownco01w,IND,G
7,0,15,0,44,0,0,0,0,0.2711864406779661,0.5,1.7333333333333334,0.35,0.26262626262626265,0,brownco01w,CHI,G
1,0,32,5,4,0,0,0,0,0.35714285714285715,0.8375,2.25,0.4029947916666667,0.3333333333333333,0,browned01w,DET,G-F
2,0,32,7,53,1,0,0,0,0.36637931034482757,0.7833333333333333,2.71875,0.5208333333333334,0.5031446540880503,0,browned01w,DET,G-F
3,0,28,7,12,0,0,0,0,0.3282442748091603,0.71875,2.0714285714285716,0.40848214285714285,0.6666666666666666,0,browned01w,DET,G-F
4,0,34,7,3,0,0,0,0,0.26973684210526316,0.8181818181818182,1.8235294117647058,0.32107843137254904,0.0,0,browned01w,PHO,G-F
7,0,4,0,0,0,0,0,0,0.2,1.0,0.25,0.14583333333333334,0.0,1,browned01w,HOU,G-F
3,0,18,0,11,0,0,0,0,0.36585365853658536,1.0,0.3888888888888889,0.1423611111111111,0.21818181818181817,1,brownki01w,WAS,G
4,0,27,1,33,0,0,0,0,0.3333333333333333,0.6666666666666666,1.037037037037037,0.20756172839506173,0.23140495867768596,0,brownki01w,WAS,G
5,0,26,2,28,0,0,1,0,0.4044943820224719,0.875,1.6153846153846154,0.29967948717948717,0.23140495867768596,1,brownki01w,WAS,G
6,2,4,0,0,0,0,0,0,0.0,1.0,0.5,0.09895833333333333,0.18181818181818182,1,brownki01w,HOU,G
6,1,2,0,1,0,0,0,0,0.5,0.0,0.0,0.14583333333333334,0.0,0,brownki01w,WAS,G
7,0,16,0,4,0,0,0,0,0.3,0.875,0.5625,0.07552083333333333,0.5454545454545454,0,brownki01w,NYL,G
8,2,27,3,40,0,0,0,0,0.3939393939393939,0.875,1.7777777777777777,0.2523148148148148,0.34909090909090906,0,brownki01w,LAS,G
8,1,3,1,3,0,0,0,0,0.2222222222222222,0.75,0.6666666666666666,0.2013888888888889,0.18181818181818182,0,brownki01w,MIN,G
